_H:	$Name	%Input[2:0,0]<2:25,1>	%Input[2:1,0]	%Input[2:2,0]	%Input[2:3,0]	%Input[2:4,0]	%Input[2:5,0]	%Input[2:6,0]	%Input[2:7,0]	%Input[2:8,0]	%Input[2:9,0]	%Input[2:10,0]	%Input[2:11,0]	%Input[2:12,0]	%Input[2:13,0]	%Input[2:14,0]	%Input[2:15,0]	%Input[2:16,0]	%Input[2:17,0]	%Input[2:18,0]	%Input[2:19,0]	%Input[2:20,0]	%Input[2:21,0]	%Input[2:22,0]	%Input[2:23,0]	%Input[2:24,0]	%Output[2:0,0]<2:1,1>
_D:	"N133_20140701_173000_20140701_175000"	0.729167	0.49589	0	1	0	0	0	0	0	0	0	0.390909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_175000_20140701_181000"	0.743056	0.49589	0	1	0	0	0	0	0	0	0	0.39697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_181000_20140701_183000"	0.756944	0.49589	0	1	0	0	0	0	0	0	0	0.390909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_183000_20140701_185000"	0.770833	0.49589	0	1	0	0	0	0	0	0	0	0.378788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_185000_20140701_191000"	0.784722	0.49589	0	1	0	0	0	0	0	0	0	0.384848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_191000_20140701_193000"	0.798611	0.49589	0	1	0	0	0	0	0	0	0	0.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_193000_20140701_195000"	0.8125	0.49589	0	1	0	0	0	0	0	0	0	0.372727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_195000_20140701_201000"	0.826389	0.49589	0	1	0	0	0	0	0	0	0	0.390909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_203000_20140701_205000"	0.854167	0.49589	0	1	0	0	0	0	0	0	0	0.354545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_205000_20140701_211000"	0.868056	0.49589	0	1	0	0	0	0	0	0	0	0.360606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_211000_20140701_213000"	0.881944	0.49589	0	1	0	0	0	0	0	0	0	0.375758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_213000_20140701_215000"	0.895833	0.49589	0	1	0	0	0	0	0	0	0	0.375758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_215000_20140701_221000"	0.909722	0.49589	0	1	0	0	0	0	0	0	0	0.375758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_221000_20140701_223000"	0.923611	0.49589	0	1	0	0	0	0	0	0	0	0.381818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_223000_20140701_225000"	0.9375	0.49589	0	1	0	0	0	0	0	0	0	0.384848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_225000_20140701_231000"	0.951389	0.49589	0	1	0	0	0	0	0	0	0	0.384848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_231000_20140701_233000"	0.965278	0.49589	0	1	0	0	0	0	0	0	0	0.372727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_233000_20140701_235000"	0.979167	0.49589	0	1	0	0	0	0	0	0	0	0.393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140701_235000_20140702_001000"	0.993056	0.49589	0	1	0	0	0	0	0	0	0	0.378788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_001000_20140702_003000"	0.00694444	0.49863	0	0	1	0	0	0	0	0	0	0.381818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_003000_20140702_005000"	0.0208333	0.49863	0	0	1	0	0	0	0	0	0	0.369697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_005000_20140702_011000"	0.0347222	0.49863	0	0	1	0	0	0	0	0	0	0.378788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_011000_20140702_013000"	0.0486111	0.49863	0	0	1	0	0	0	0	0	0	0.390909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_013000_20140702_015000"	0.0625	0.49863	0	0	1	0	0	0	0	0	0	0.372727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_015000_20140702_021000"	0.0763889	0.49863	0	0	1	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_023000_20140702_025000"	0.104167	0.49863	0	0	1	0	0	0	0	0	0	0.357576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_025000_20140702_031000"	0.118056	0.49863	0	0	1	0	0	0	0	0	0	0.354545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_031000_20140702_033000"	0.131944	0.49863	0	0	1	0	0	0	0	0	0	0.345455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_033000_20140702_035000"	0.145833	0.49863	0	0	1	0	0	0	0	0	0	0.369697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_035000_20140702_041000"	0.159722	0.49863	0	0	1	0	0	0	0	0	0	0.378788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_041000_20140702_043000"	0.173611	0.49863	0	0	1	0	0	0	0	0	0	0.384848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_043000_20140702_045000"	0.1875	0.49863	0	0	1	0	0	0	0	0	0	0.393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_045000_20140702_051000"	0.201389	0.49863	0	0	1	0	0	0	0	0	0	0.381818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_051000_20140702_053000"	0.215278	0.49863	0	0	1	0	0	0	0	0	0	0.357576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_053000_20140702_055000"	0.229167	0.49863	0	0	1	0	0	0	0	0	0	0.351515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_055000_20140702_061000"	0.243056	0.49863	0	0	1	0	0	0	0	0	0	0.357576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_061000_20140702_063000"	0.256944	0.49863	0	0	1	0	0	0	0	0	0	0.321212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_063000_20140702_065000"	0.270833	0.49863	0	0	1	0	0	0	0	0	0	0.324242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_065000_20140702_071000"	0.284722	0.49863	0	0	1	0	0	0	0	0	0	0.360606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_071000_20140702_073000"	0.298611	0.49863	0	0	1	0	0	0	0	0	0	0.357576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_073000_20140702_075000"	0.3125	0.49863	0	0	1	0	0	0	0	0	0	0.369697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_075000_20140702_081000"	0.326389	0.49863	0	0	1	0	0	0	0	0	0	0.372727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_081000_20140702_083000"	0.340278	0.49863	0	0	1	0	0	0	0	0	0	0.339394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_083000_20140702_085000"	0.354167	0.49863	0	0	1	0	0	0	0	0	0	0.330303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_085000_20140702_091000"	0.368056	0.49863	0	0	1	0	0	0	0	0	0	0.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_091000_20140702_093000"	0.381944	0.49863	0	0	1	0	0	0	0	0	0	0.345455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_093000_20140702_095000"	0.395833	0.49863	0	0	1	0	0	0	0	0	0	0.369697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_095000_20140702_101000"	0.409722	0.49863	0	0	1	0	0	0	0	0	0	0.381818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_101000_20140702_103000"	0.423611	0.49863	0	0	1	0	0	0	0	0	0	0.324242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_103000_20140702_105000"	0.4375	0.49863	0	0	1	0	0	0	0	0	0	0.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_105000_20140702_111000"	0.451389	0.49863	0	0	1	0	0	0	0	0	0	0.378788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_111000_20140702_113000"	0.465278	0.49863	0	0	1	0	0	0	0	0	0	0.381818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_113000_20140702_115000"	0.479167	0.49863	0	0	1	0	0	0	0	0	0	0.40303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_115000_20140702_121000"	0.493056	0.49863	0	0	1	0	0	0	0	0	0	0.342424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_121000_20140702_123000"	0.506944	0.49863	0	0	1	0	0	0	0	0	0	0.393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_123000_20140702_125000"	0.520833	0.49863	0	0	1	0	0	0	0	0	0	0.409091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_125000_20140702_131000"	0.534722	0.49863	0	0	1	0	0	0	0	0	0	0.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_131000_20140702_133000"	0.548611	0.49863	0	0	1	0	0	0	0	0	0	0.357576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_133000_20140702_135000"	0.5625	0.49863	0	0	1	0	0	0	0	0	0	0.390909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_135000_20140702_141000"	0.576389	0.49863	0	0	1	0	0	0	0	0	0	0.342424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_141000_20140702_143000"	0.590278	0.49863	0	0	1	0	0	0	0	0	0	0.345455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_143000_20140702_145000"	0.604167	0.49863	0	0	1	0	0	0	0	0	0	0.375758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_145000_20140702_151000"	0.618056	0.49863	0	0	1	0	0	0	0	0	0	0.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_151000_20140702_153000"	0.631944	0.49863	0	0	1	0	0	0	0	0	0	0.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_153000_20140702_155000"	0.645833	0.49863	0	0	1	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_155000_20140702_161000"	0.659722	0.49863	0	0	1	0	0	0	0	0	0	0.366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_161000_20140702_163000"	0.673611	0.49863	0	0	1	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_163000_20140702_165000"	0.6875	0.49863	0	0	1	0	0	0	0	0	0	0.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_165000_20140702_171000"	0.701389	0.49863	0	0	1	0	0	0	0	0	0	0.342424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_171000_20140702_173000"	0.715278	0.49863	0	0	1	0	0	0	0	0	0	0.348485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_173000_20140702_175000"	0.729167	0.49863	0	0	1	0	0	0	0	0	0	0.321212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_175000_20140702_181000"	0.743056	0.49863	0	0	1	0	0	0	0	0	0	0.324242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_181000_20140702_183000"	0.756944	0.49863	0	0	1	0	0	0	0	0	0	0.342424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_183000_20140702_185000"	0.770833	0.49863	0	0	1	0	0	0	0	0	0	0.293939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_185000_20140702_191000"	0.784722	0.49863	0	0	1	0	0	0	0	0	0	0.306061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_191000_20140702_193000"	0.798611	0.49863	0	0	1	0	0	0	0	0	0	0.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_193000_20140702_195000"	0.8125	0.49863	0	0	1	0	0	0	0	0	0	0.306061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_195000_20140702_201000"	0.826389	0.49863	0	0	1	0	0	0	0	0	0	0.327273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_201000_20140702_203000"	0.840278	0.49863	0	0	1	0	0	0	0	0	0	0.321212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_203000_20140702_205000"	0.854167	0.49863	0	0	1	0	0	0	0	0	0	0.321212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_205000_20140702_211000"	0.868056	0.49863	0	0	1	0	0	0	0	0	0	0.336364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_211000_20140702_213000"	0.881944	0.49863	0	0	1	0	0	0	0	0	0	0.306061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_213000_20140702_215000"	0.895833	0.49863	0	0	1	0	0	0	0	0	0	0.312121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_215000_20140702_221000"	0.909722	0.49863	0	0	1	0	0	0	0	0	0	0.309091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_221000_20140702_223000"	0.923611	0.49863	0	0	1	0	0	0	0	0	0	0.306061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_223000_20140702_225000"	0.9375	0.49863	0	0	1	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_225000_20140702_231000"	0.951389	0.49863	0	0	1	0	0	0	0	0	0	0.290909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_231000_20140702_233000"	0.965278	0.49863	0	0	1	0	0	0	0	0	0	0.260606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_233000_20140702_235000"	0.979167	0.49863	0	0	1	0	0	0	0	0	0	0.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140702_235000_20140703_001000"	0.993056	0.49863	0	0	1	0	0	0	0	0	0	0.254545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_001000_20140703_003000"	0.00694444	0.50137	0	0	0	1	0	0	0	0	0	0.254545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_003000_20140703_005000"	0.0208333	0.50137	0	0	0	1	0	0	0	0	0	0.239394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_005000_20140703_011000"	0.0347222	0.50137	0	0	0	1	0	0	0	0	0	0.254545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_011000_20140703_013000"	0.0486111	0.50137	0	0	0	1	0	0	0	0	0	0.269697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_013000_20140703_015000"	0.0625	0.50137	0	0	0	1	0	0	0	0	0	0.284848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_021000_20140703_023000"	0.0902778	0.50137	0	0	0	1	0	0	0	0	0	0.312121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_023000_20140703_025000"	0.104167	0.50137	0	0	0	1	0	0	0	0	0	0.269697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_025000_20140703_031000"	0.118056	0.50137	0	0	0	1	0	0	0	0	0	0.281818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_031000_20140703_033000"	0.131944	0.50137	0	0	0	1	0	0	0	0	0	0.293939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_033000_20140703_035000"	0.145833	0.50137	0	0	0	1	0	0	0	0	0	0.263636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_035000_20140703_041000"	0.159722	0.50137	0	0	0	1	0	0	0	0	0	0.269697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_041000_20140703_043000"	0.173611	0.50137	0	0	0	1	0	0	0	0	0	0.263636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_043000_20140703_045000"	0.1875	0.50137	0	0	0	1	0	0	0	0	0	0.309091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_045000_20140703_051000"	0.201389	0.50137	0	0	0	1	0	0	0	0	0	0.327273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_051000_20140703_053000"	0.215278	0.50137	0	0	0	1	0	0	0	0	0	0.321212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_053000_20140703_055000"	0.229167	0.50137	0	0	0	1	0	0	0	0	0	0.330303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_055000_20140703_061000"	0.243056	0.50137	0	0	0	1	0	0	0	0	0	0.30303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_061000_20140703_063000"	0.256944	0.50137	0	0	0	1	0	0	0	0	0	0.318182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_063000_20140703_065000"	0.270833	0.50137	0	0	0	1	0	0	0	0	0	0.330303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_065000_20140703_071000"	0.284722	0.50137	0	0	0	1	0	0	0	0	0	0.330303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_071000_20140703_073000"	0.298611	0.50137	0	0	0	1	0	0	0	0	0	0.30303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_073000_20140703_075000"	0.3125	0.50137	0	0	0	1	0	0	0	0	0	0.324242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_075000_20140703_081000"	0.326389	0.50137	0	0	0	1	0	0	0	0	0	0.290909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_081000_20140703_083000"	0.340278	0.50137	0	0	0	1	0	0	0	0	0	0.309091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_083000_20140703_085000"	0.354167	0.50137	0	0	0	1	0	0	0	0	0	0.30303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_085000_20140703_091000"	0.368056	0.50137	0	0	0	1	0	0	0	0	0	0.278788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_091000_20140703_093000"	0.381944	0.50137	0	0	0	1	0	0	0	0	0	0.293939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_093000_20140703_095000"	0.395833	0.50137	0	0	0	1	0	0	0	0	0	0.290909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_095000_20140703_101000"	0.409722	0.50137	0	0	0	1	0	0	0	0	0	0.324242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_101000_20140703_103000"	0.423611	0.50137	0	0	0	1	0	0	0	0	0	0.342424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_123000_20140703_125000"	0.520833	0.50137	0	0	0	1	0	0	0	0	0	0.378788	0	0	0	0	0	0	0	1	0	0	0	0	0	0
_D:	"N133_20140703_125000_20140703_131000"	0.534722	0.50137	0	0	0	1	0	0	0	0	0	0.387879	0	0	0	0	0	0	0	1	0	0	0	0	0	0
_D:	"N133_20140703_131000_20140703_133000"	0.548611	0.50137	0	0	0	1	0	0	0	0	0	0.354545	0	0	0	0	0	0	0	1	0	0	0	0	0	0
_D:	"N133_20140703_133000_20140703_135000"	0.5625	0.50137	0	0	0	1	0	0	0	0	0	0.348485	0	0	0	0	0	0	0	1	0	0	0	0	0	0
_D:	"N133_20140703_135000_20140703_141000"	0.576389	0.50137	0	0	0	1	0	0	0	0	0	0.381818	0	0	0	0	0	0	0	1	0	0	0	0	0	0
_D:	"N133_20140703_173000_20140703_175000"	0.729167	0.50137	0	0	0	1	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	1	0	0	0	0	0	0
_D:	"N133_20140703_175000_20140703_181000"	0.743056	0.50137	0	0	0	1	0	0	0	0	0	0.321212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_181000_20140703_183000"	0.756944	0.50137	0	0	0	1	0	0	0	0	0	0.327273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_183000_20140703_185000"	0.770833	0.50137	0	0	0	1	0	0	0	0	0	0.312121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_185000_20140703_191000"	0.784722	0.50137	0	0	0	1	0	0	0	0	0	0.287879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_191000_20140703_193000"	0.798611	0.50137	0	0	0	1	0	0	0	0	0	0.315152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_193000_20140703_195000"	0.8125	0.50137	0	0	0	1	0	0	0	0	0	0.312121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_195000_20140703_201000"	0.826389	0.50137	0	0	0	1	0	0	0	0	0	0.306061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_201000_20140703_203000"	0.840278	0.50137	0	0	0	1	0	0	0	0	0	0.281818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_203000_20140703_205000"	0.854167	0.50137	0	0	0	1	0	0	0	0	0	0.263636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_205000_20140703_211000"	0.868056	0.50137	0	0	0	1	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_211000_20140703_213000"	0.881944	0.50137	0	0	0	1	0	0	0	0	0	0.278788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_213000_20140703_215000"	0.895833	0.50137	0	0	0	1	0	0	0	0	0	0.254545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_215000_20140703_221000"	0.909722	0.50137	0	0	0	1	0	0	0	0	0	0.260606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_221000_20140703_223000"	0.923611	0.50137	0	0	0	1	0	0	0	0	0	0.275758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_223000_20140703_225000"	0.9375	0.50137	0	0	0	1	0	0	0	0	0	0.275758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_225000_20140703_231000"	0.951389	0.50137	0	0	0	1	0	0	0	0	0	0.269697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_231000_20140703_233000"	0.965278	0.50137	0	0	0	1	0	0	0	0	0	0.245455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_233000_20140703_235000"	0.979167	0.50137	0	0	0	1	0	0	0	0	0	0.242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140703_235000_20140704_001000"	0.993056	0.50137	0	0	0	1	0	0	0	0	0	0.242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140704_001000_20140704_003000"	0.00694444	0.50411	0	0	0	0	1	0	0	0	0	0.245455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	"N133_20140704_003000_20140704_005000"	0.0208333	0.50411	0	0	0	0	1	0	0	0	0	0.254545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
